0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
5.099019514	3.111269837	8.657944329	5.830951895	9.433981132	6.708203932	6.08276253	2.828427125	5.249761899	5	0	2.236067977	6.403124237	7	10.44030651	11	8.94427191	7.810249676	4.472135955	3	3.16227766	8.544003745	10.44030651	12.08304597	8.602325267	10.63014581	6.708203932	4.123105626	5.099019514	7.694153625	2	1.61245155	2.059126028	4.870318265	7.071067812	6.675327707	5.6	8.246211251	12.08304597	11.32077736	7.280109889	10.86830254	9.674709298	11.48564321	9.953893711	6.511528238	6.092618485	4.472135955	3.757658846	5.059644256	4.280186912
6.708203932	5.280151513	10.05783277	8.062257748	11.40175425	7.071067812	7.071067812	3	4.833218389	7.071067812	2.236067977	0	8.485281374	8.246211251	11.04536102	12.16552506	9.219544457	7.615773106	5	1.414213562	5	10.29563014	12.08304597	13.89244399	10.81665383	12.72792206	8.602325267	5.830951895	7	9.92975327	4.123105626	3.405877273	3.104834939	7.09365914	9.219544457	8.6	3.736308338	9	12.36931688	13.28006024	8.94427191	12.40644994	10.63014581	12.41450764	10.3576059	6.08276253	4.951767361	3	2.952964612	2.863564213	6.489992296
3	3.328663395	4.686149806	2.236067977	3.16227766	7.071067812	5.099019514	6.708203932	8.158431222	5.099019514	6.403124237	8.485281374	0	4.472135955	8.602325267	7.211102551	8.544003745	9.055385138	6.08276253	8.602325267	6.08276253	3.16227766	5.099019514	6.08276253	3	4.242640687	1.414213562	3.16227766	1.843908891	3.130495168	5.385164807	5.099019514	7.43236167	3.4525353	5	6.53911309	10.8240473	6.708203932	10.81665383	5.015974482	2.828427125	5.824087911	6.942621983	8.373768566	8.858893836	8.820430828	9.945853407	9.391485505	8.143709229	11	2.473863375
2.236067977	5.280151513	1.886796226	6.403124237	5.099019514	3.16227766	1.414213562	5.385164807	5.381449619	8.602325267	7	8.246211251	4.472135955	0	4.242640687	4	4.123105626	5.099019514	3.605551275	7.615773106	8.544003745	3.16227766	4.242640687	6.403124237	7.280109889	7.071067812	3.16227766	3.16227766	3.255764119	7.602631123	7.280109889	5.403702434	8.85663593	7.09365914	9.219544457	10.37111373	8.964373932	2.236067977	6.403124237	6.53911309	2	4.326661531	2.863564213	4.617358552	4.39089968	5.458937626	7.247068373	7.602631123	6.381222453	9.848857802	5.56057551
6.403124237	9.374433316	4.23792402	10.63014581	8.246211251	4	4.472135955	8.062257748	6.675327707	12.80624847	10.44030651	11.04536102	8.602325267	4.242640687	0	3.16227766	2.236067977	4.472135955	6.08276253	10	12.52996409	6.32455532	6	8.062257748	11.18033989	10.19803903	7.211102551	7.211102551	7.496665926	11.70469991	11.18033989	8.988882022	12.4595345	11.32784181	13.45362405	14.6	10.33247308	2.236067977	2.236067977	9.008884504	5.830951895	5.433231083	1.843908891	2.126029163	1.13137085	5.882176468	8.032434251	9.305912099	8.409518417	11.73882447	9.783659847
6.08276253	9.070832376	2.6	9.433981132	5.830951895	5.830951895	5.099019514	9.219544457	8.588364221	12.08304597	11	12.16552506	7.211102551	4	3.16227766	0	5	7.071067812	7.280109889	11.40175425	12.36931688	4.242640687	3.16227766	5	9.219544457	7.615773106	5.830951895	7.071067812	6.767569726	10.04987562	11.18033989	9.402127419	12.83900308	10.46518036	12.20655562	13.69525465	12.3434193	3.605551275	5	6.16116872	4.472135955	2.433105012	1.843908891	1.456021978	4.204759208	8.160882305	10.26255329	11.10855526	9.9959992	13.48332303	9.062008607
5.830951895	8.489994111	5.035871325	10.29563014	9	2.236067977	3.605551275	6.32455532	4.6	12.04159458	8.94427191	9.219544457	8.544003745	4.123105626	2.236067977	5	0	2.236067977	4.472135955	8.062257748	11.40175425	7	7.280109889	9.486832981	11.40175425	11	7.280109889	6.403124237	7.071067812	11.66190379	10	7.655063684	11.00181803	10.72007463	13.03840481	13.90539464	8.158431222	2	3.16227766	10.12719112	6.08276253	6.907966416	3.224903099	4.280186912	1.216552506	3.687817783	5.824087911	7.211102551	6.428063472	9.633275663	9.160785992
6.08276253	8.141252975	6.53911309	10.44030651	10.19803903	2	4	5	2.785677655	11.66190379	7.810249676	7.615773106	9.055385138	5.099019514	4.472135955	7.071067812	2.236067977	0	3.605551275	6.32455532	10.63014581	8.246211251	8.94427191	11.18033989	12.04159458	12.16552506	8	6.32455532	7.334848328	12.04159458	9.219544457	6.811754546	9.84073168	10.56030303	13	13.54843164	6.029925373	3.605551275	5	11.57410904	7.071067812	8.713208364	5.234500931	6.489992296	3.417601498	1.61245155	3.649657518	5.234500931	4.681879964	7.602631123	9.062008607
3.16227766	4.569463864	5.491812087	7.071067812	8.062257748	2.236067977	2.236067977	2	2.088061302	8.062257748	4.472135955	5	6.08276253	3.605551275	6.08276253	7.280109889	4.472135955	3.605551275	0	4.123105626	7.071067812	6.403124237	7.810249676	9.899494937	9.055385138	9.848857802	5.385164807	3	4.242640687	8.809086218	5.656854249	3.255764119	6.529931087	7.022819946	9.486832981	9.947864092	5.381449619	4	7.615773106	9.765244493	5	7.932212806	5.656854249	7.424284477	5.502726597	2.828427125	3.939543121	4	2.778488798	6.260990337	5.578530272
6.403124237	5.646237685	9.484724561	8.544003745	11.3137085	6	6.32455532	2.236067977	3.544009029	8	3	1.414213562	8.602325267	7.615773106	10	11.40175425	8.062257748	6.32455532	4.123105626	0	6.08276253	10	11.66190379	13.60147051	11.18033989	12.80624847	8.485281374	5.656854249	6.942621983	10.44030651	5	3.577708764	4.38634244	7.766595136	10.04987562	9.65194281	2.6	8.062257748	11.18033989	13.15902732	8.602325267	11.89621789	9.767292358	11.51173314	9.234717104	4.75394573	3.538361203	1.61245155	1.64924225	2.408318916	6.907966416
6.32455532	3.2984845	9.806120538	4.472135955	9.219544457	9.219544457	8.062257748	5.830951895	8.268010643	2.236067977	3.16227766	5	6.08276253	8.544003745	12.52996409	12.36931688	11.40175425	10.63014581	7.071067812	6.08276253	0	9	11	12.16552506	7.211102551	9.848857802	7	5.385164807	5.656854249	5.966573556	1.414213562	3.820994635	2.154065923	3.052867504	4.472135955	3.6	8.657944329	10.29563014	14.4222051	11.01635148	8.062257748	11.61550688	11.40175425	13.15750736	12.25887434	9.486832981	9.247702417	7.615773106	6.907966416	7.823042886	3.622154055
3.605551275	5.854912467	2.088061302	5.385164807	2	6.32455532	4.472135955	7.810249676	8.376156637	8.246211251	8.544003745	10.29563014	3.16227766	3.16227766	6.32455532	4.242640687	7	8.246211251	6.403124237	10	9	0	2	3.605551275	5	4	2	4.472135955	3.492849839	5.813776741	8.062257748	6.985699679	10.0019998	6.596969001	8.062257748	9.693296653	11.74563749	5	8.544003745	3.4	1.414213562	2.668332813	4.494441011	5.56057551	6.905070601	8.590692638	10.26255329	10.3247276	9.050966799	12.36931688	5.414794548
5.385164807	7.840918314	2.441311123	7.280109889	2.828427125	7.211102551	5.656854249	9.433981132	9.620810777	10.19803903	10.44030651	12.08304597	5.099019514	4.242640687	6	3.16227766	7.280109889	8.94427191	7.810249676	11.66190379	11	2	0	2.236067977	6.403124237	4.472135955	4	6.32455532	5.458937626	7.443117626	10.04987562	8.854377448	11.96829144	8.551023331	9.848857802	11.57410904	13.18938968	5.385164807	8.062257748	3.02654919	3.16227766	0.848528137	4.219004622	4.617358552	6.846897107	9.602083107	11.47693339	11.80677771	10.56030303	13.978555	7.410802925
7.211102551	9.234717104	4.664761516	8	3	9.433981132	7.810249676	11.40175425	11.77964346	11	12.08304597	13.89244399	6.08276253	6.403124237	8.062257748	5	9.486832981	11.18033989	9.899494937	13.60147051	12.16552506	3.605551275	2.236067977	0	6.32455532	3.605551275	5.385164807	8.062257748	6.985699679	7.615773106	11.40175425	10.55461984	13.41044369	9.408506789	10.19803903	12.10619676	15.27612516	7.615773106	10	1.720465053	5	2.630589288	6.356099433	6.412487817	8.982204629	11.81524439	13.64990842	13.87083271	12.60634761	15.96245595	8.551023331
6	5.556977596	6.997142274	2.828427125	3.605551275	10.04987562	8.062257748	9.486832981	11.11575459	5.385164807	8.602325267	10.81665383	3	7.280109889	11.18033989	9.219544457	11.40175425	12.04159458	9.055385138	11.18033989	7.211102551	5	6.403124237	6.32455532	0	3	4.123105626	6.08276253	4.816637832	1.414213562	7.071067812	7.602631123	9.068627239	4.161730409	4	6.013318551	13.55581056	9.486832981	13.41640786	4.707440918	5.385164807	7.247068373	9.402127419	10.56030303	11.58792475	11.81524439	12.86545763	12.14907404	10.94166349	13.52035502	4.326661531
6.708203932	7.52861209	6.029925373	5.385164807	2	10.19803903	8.246211251	10.81665383	11.92308685	8.246211251	10.63014581	12.72792206	4.242640687	7.071067812	10.19803903	7.615773106	11	12.16552506	9.848857802	12.80624847	9.848857802	4	4.472135955	3.605551275	3	0	4.472135955	7.211102551	5.882176468	4.404543109	9.433981132	9.338094024	11.49086594	6.835202996	7	9.008884504	14.92514657	9	12.36931688	1.886796226	5.099019514	5.283937925	8.35463943	9.062008607	10.86646217	12.33693641	13.78840092	13.48332303	12.21147002	15.2118375	6.489992296
2.236067977	3.883297568	3.280243893	3.605551275	2.828427125	6	4	6.403124237	7.467261881	6.32455532	6.708203932	8.602325267	1.414213562	3.16227766	7.211102551	5.830951895	7.280109889	8	5.385164807	8.485281374	7	2	4	5.385164807	4.123105626	4.472135955	0	2.828427125	1.61245155	4.494441011	6.08276253	5.215361924	8.052328856	4.681879964	6.403124237	7.871467462	10.48618138	5.385164807	9.433981132	4.686149806	1.414213562	4.638965402	5.531726674	6.965629907	7.515317691	7.962411695	9.323089617	9.044335244	7.766595136	10.89036271	3.423448554
1	2.163330765	4.6	4.123105626	5.656854249	4.472135955	2.828427125	3.605551275	5.035871325	5.656854249	4.123105626	5.830951895	3.16227766	3.16227766	7.211102551	7.071067812	6.403124237	6.32455532	3	5.656854249	5.385164807	4.472135955	6.32455532	8.062257748	6.08276253	7.211102551	2.828427125	0	1.341640786	5.813776741	4.123105626	2.529822128	5.8	4.326661531	6.708203932	7.507329752	7.717512553	5	9.219544457	7.507329752	3.16227766	6.746851117	6.016643583	7.779460136	7.076722405	5.813776741	6.791170739	6.276941931	5.011985634	8.062257748	2.778488798
1.264911064	2.4	4.176122604	3.224903099	4.404543109	5.385164807	3.492849839	4.939635614	6.315061362	5.385164807	5.099019514	7	1.843908891	3.255764119	7.496665926	6.767569726	7.071067812	7.334848328	4.242640687	6.942621983	5.656854249	3.492849839	5.458937626	6.985699679	4.816637832	5.882176468	1.61245155	1.341640786	0	4.707440918	4.604345773	3.605551275	6.511528238	3.841874542	6	7.121797526	9.055385138	5.403702434	9.633275663	6.280127387	2.408318916	6.003332408	6.046486583	7.694153625	7.560423269	7.00285656	8.104319836	7.615773106	6.35295207	9.350935782	2.332380758
5.966573556	4.808326112	7.657675888	1.897366596	4.75394573	10.0895986	8.160882305	8.94427191	10.80185169	4.024922359	7.694153625	9.92975327	3.130495168	7.602631123	11.70469991	10.04987562	11.66190379	12.04159458	8.809086218	10.44030651	5.966573556	5.813776741	7.443117626	7.615773106	1.414213562	4.404543109	4.494441011	5.813776741	4.707440918	0	6	6.89637586	7.924645102	2.973213749	2.607680962	4.604345773	12.91200991	9.838699101	13.92838828	6.05309838	5.882176468	8.268010643	10	11.31724348	11.98832766	11.62755348	12.4579292	11.54469575	10.39422917	12.71219887	3.544009029
5.099019514	2.209072203	8.657944329	4.242640687	8.544003745	7.810249676	6.708203932	4.472135955	6.89637586	3	2	4.123105626	5.385164807	7.280109889	11.18033989	11.18033989	10	9.219544457	5.656854249	5	1.414213562	8.062257748	10.04987562	11.40175425	7.071067812	9.433981132	6.08276253	4.123105626	4.604345773	6	0	2.408318916	2.059126028	3.052867504	5.099019514	4.707440918	7.6	8.94427191	13.03840481	10.4	7	10.60754448	10.11928851	11.89621789	10.8756609	8.099382693	7.969943538	6.449806199	5.632051136	6.985699679	2.952964612
3.492849839	2.088061302	7.045565982	5	8	5.440588203	4.5607017	2.236067977	4.569463864	5.059644256	1.61245155	3.405877273	5.099019514	5.403702434	8.988882022	9.402127419	7.655063684	6.811754546	3.255764119	3.577708764	3.820994635	6.985699679	8.854377448	10.55461984	7.602631123	9.338094024	5.215361924	2.529822128	3.605551275	6.89637586	2.408318916	0	3.492849839	4.4	6.826419266	6.907966416	6.016643583	6.767569726	10.7424392	9.881295462	5.692099788	9.264987858	8.121576202	9.92975327	8.588364221	5.730619513	5.854912467	4.669047012	3.6	5.936328832	3.352610923
6.8	4.176122604	10.4	6.248199741	10.5848949	8.7658428	8.052328856	4.841487375	7.213875519	4.38634244	2.059126028	3.104834939	7.43236167	8.85663593	12.4595345	12.83900308	11.00181803	9.84073168	6.529931087	4.38634244	2.154065923	10.0019998	11.96829144	13.41044369	9.068627239	11.49086594	8.052328856	5.8	6.511528238	7.924645102	2.059126028	3.492849839	0	4.951767361	6.621178143	5.656854249	6.841052551	10.24890238	14.13647764	12.44829306	8.85663593	12.47878199	11.61034022	13.41640786	12.00166655	8.489994111	7.823042886	5.993329626	5.56057551	5.803447251	5.011985634
4.951767361	2.473863375	7.871467462	1.456021978	6.412487817	8.78179936	7.121797526	6.612110102	8.786353055	1.64924225	4.870318265	7.09365914	3.4525353	7.09365914	11.32784181	10.46518036	10.72007463	10.56030303	7.022819946	7.766595136	3.052867504	6.596969001	8.551023331	9.408506789	4.161730409	6.835202996	4.681879964	4.326661531	3.841874542	2.973213749	3.052867504	4.4	4.951767361	0	2.473863375	3.280243893	10.3247276	9.193475948	13.43577314	8.121576202	5.993329626	9.264987858	9.881295462	11.49086594	11.32784181	9.808159868	10.23132445	9.035485598	8	9.92975327	1.562049935
7.211102551	4.947726751	9.68297475	2.828427125	7.280109889	11.18033989	9.433981132	9.055385138	11.25877436	2.236067977	7.071067812	9.219544457	5	9.219544457	13.45362405	12.20655562	13.03840481	13	9.486832981	10.04987562	4.472135955	8.062257748	9.848857802	10.19803903	4	7	6.403124237	6.708203932	6	2.607680962	5.099019514	6.826419266	6.621178143	2.473863375	0	2.039607805	12.63962025	11.40175425	15.62049935	8.657944329	7.810249676	10.64518671	11.88276062	13.36861997	13.56023599	12.28006515	12.67753919	11.40175425	10.41729331	12.08304597	3.939543121
8.207313811	5.440588203	11.11395519	4.308131846	9.141115906	11.88107739	10.33247308	9.108238029	11.47693339	1.886796226	6.675327707	8.6	6.53911309	10.37111373	14.6	13.69525465	13.90539464	13.54843164	9.947864092	9.65194281	3.6	9.693296653	11.57410904	12.10619676	6.013318551	9.008884504	7.871467462	7.507329752	7.121797526	4.604345773	4.707440918	6.907966416	5.656854249	3.280243893	2.039607805	0	12.240915	12.44829306	16.69011684	10.61696755	9.228217596	12.33693641	13.1605471	14.7566934	14.56708619	12.61427762	12.66491216	11.14629983	10.33247308	11.41577855	4.816637832
8.280096618	8.104319836	10.84066419	11.01635148	13.28006024	6.53911309	7.560423269	4.118252056	3.757658846	10.6	5.6	3.736308338	10.8240473	8.964373932	10.33247308	12.3434193	8.158431222	6.029925373	5.381449619	2.6	8.657944329	11.74563749	13.18938968	15.27612516	13.55581056	14.92514657	10.48618138	7.717512553	9.055385138	12.91200991	7.6	6.016643583	6.841052551	10.3247276	12.63962025	12.240915	0	8.77268488	11.01635148	15.05722418	10.33247308	13.28006024	10.56030303	12.14907404	9.374433316	4.472135955	2.4	1.44222051	2.720294102	1.788854382	9.368030743
4.242640687	7.161005516	3.059411708	8.602325267	7	2.236067977	2.236067977	6	5.015974482	10.63014581	8.246211251	9	6.708203932	2.236067977	2.236067977	3.605551275	2	3.605551275	4	8.062257748	10.29563014	5	5.385164807	7.615773106	9.486832981	9	5.385164807	5	5.403702434	9.838699101	8.94427191	6.767569726	10.24890238	9.193475948	11.40175425	12.44829306	8.77268488	0	4.242640687	8.158431222	4.123105626	5.110772936	1.788854382	3.4525353	2.163330765	4.5607017	6.657326791	7.589466384	6.551335742	10	7.636753237
8.485281374	11.37013632	6.462197769	12.80624847	10.44030651	5.385164807	6.403124237	9.486832981	7.665507159	14.86606875	12.08304597	12.36931688	10.81665383	6.403124237	2.236067977	5	3.16227766	5	7.615773106	11.18033989	14.4222051	8.544003745	8.062257748	10	13.41640786	12.36931688	9.433981132	9.219544457	9.633275663	13.92838828	13.03840481	10.7424392	14.13647764	13.43577314	15.62049935	16.69011684	11.01635148	4.242640687	0	11.08873302	8.062257748	7.410802925	4.049691346	3.622154055	2.163330765	6.603029608	8.620904825	10.21763182	9.535197953	12.6015872	11.87939392
6.794115101	8.318653737	5.099019514	6.675327707	1.886796226	9.693296653	7.871467462	11.03449138	11.76605286	9.65194281	11.32077736	13.28006024	5.015974482	6.53911309	9.008884504	6.16116872	10.12719112	11.57410904	9.765244493	13.15902732	11.01635148	3.4	3.02654919	1.720465053	4.707440918	1.886796226	4.686149806	7.507329752	6.280127387	6.05309838	10.4	9.881295462	12.44829306	8.121576202	8.657944329	10.61696755	15.05722418	8.158431222	11.08873302	0	4.770744177	3.736308338	7.2	7.615773106	9.808159868	11.98665925	13.65283853	13.62350909	12.3434193	15.55892027	7.467261881
2.236067977	4.80416486	1.886796226	5	3.16227766	5.099019514	3.16227766	6.403124237	6.997142274	7.615773106	7.280109889	8.94427191	2.828427125	2	5.830951895	4.472135955	6.08276253	7.071067812	5	8.602325267	8.062257748	1.414213562	3.16227766	5	5.385164807	5.099019514	1.414213562	3.16227766	2.408318916	5.882176468	7	5.692099788	8.85663593	5.993329626	7.810249676	9.228217596	10.33247308	4.123105626	8.062257748	4.770744177	0	3.622154055	4.123105626	5.56057551	6.203224968	7.280109889	8.883692926	8.910667764	7.636753237	10.96357606	4.617358552
5.772347876	8.402380615	2.441311123	8.032434251	3.676955262	7.09365914	5.720139858	9.660227741	9.633275663	10.91421092	10.86830254	12.40644994	5.824087911	4.326661531	5.433231083	2.433105012	6.907966416	8.713208364	7.932212806	11.89621789	11.61550688	2.668332813	0.848528137	2.630589288	7.247068373	5.283937925	4.638965402	6.746851117	6.003332408	8.268010643	10.60754448	9.264987858	12.47878199	9.264987858	10.64518671	12.33693641	13.28006024	5.110772936	7.410802925	3.736308338	3.622154055	0	3.736308338	3.883297568	6.356099433	9.501578816	11.45600279	11.92811804	10.70700705	14.16615685	8.062257748
5.099019514	8.143709229	2.416609195	9.055385138	6.403124237	4.024922359	3.605551275	7.64198927	6.802940541	11.4280357	9.674709298	10.63014581	6.942621983	2.863564213	1.843908891	1.843908891	3.224903099	5.234500931	5.656854249	9.767292358	11.40175425	4.494441011	4.219004622	6.356099433	9.402127419	8.35463943	5.531726674	6.016643583	6.046486583	10	10.11928851	8.121576202	11.61034022	9.881295462	11.88276062	13.1605471	10.56030303	1.788854382	4.049691346	7.2	4.123105626	3.736308338	0	1.811077028	2.630589288	6.32455532	8.438009244	9.363759929	8.296987405	11.76435294	8.376156637
6.835202996	9.879271228	3.687817783	10.56030303	7.247068373	5.632051136	5.414794548	9.419129471	8.411896338	13.0736376	11.48564321	12.41450764	8.373768566	4.617358552	2.126029163	1.456021978	4.280186912	6.489992296	7.424284477	11.51173314	13.15750736	5.56057551	4.617358552	6.412487817	10.56030303	9.062008607	6.965629907	7.779460136	7.694153625	11.31724348	11.89621789	9.92975327	13.41640786	11.49086594	13.36861997	14.7566934	12.14907404	3.4525353	3.622154055	7.615773106	5.56057551	3.883297568	1.811077028	0	3.255764119	7.782030583	9.931767214	11.01635148	10.0019998	13.43726163	10.02397127
6.378087488	9.219544457	4.837354649	10.76475731	8.881441324	3.2984845	4.252058325	7.421590126	5.803447251	12.73106437	9.953893711	10.3576059	8.858893836	4.39089968	1.13137085	4.204759208	1.216552506	3.417601498	5.502726597	9.234717104	12.25887434	6.905070601	6.846897107	8.982204629	11.58792475	10.86646217	7.515317691	7.076722405	7.560423269	11.98832766	10.8756609	8.588364221	12.00166655	11.32784181	13.56023599	14.56708619	9.374433316	2.163330765	2.163330765	9.808159868	6.203224968	6.356099433	2.630589288	3.255764119	0	4.903060269	7.034202158	8.421401309	7.610519036	10.84619749	9.767292358
5.830951895	7.337574531	7.161005516	9.899494937	10.44030651	2.408318916	4.123105626	3.687817783	1.280624847	10.7424392	6.511528238	6.08276253	8.820430828	5.458937626	5.882176468	8.160882305	3.687817783	1.61245155	2.828427125	4.75394573	9.486832981	8.590692638	9.602083107	11.81524439	11.81524439	12.33693641	7.962411695	5.813776741	7.00285656	11.62755348	8.099382693	5.730619513	8.489994111	9.808159868	12.28006515	12.61427762	4.472135955	4.5607017	6.603029608	11.98665925	7.280109889	9.501578816	6.32455532	7.782030583	4.903060269	0	2.154065923	3.622154055	3.130495168	6	8.395236745
7.09365914	7.802563681	9.055385138	10.61696755	11.98832766	4.440720662	5.841232747	3.622154055	1.886796226	10.86830254	6.092618485	4.951767361	9.945853407	7.247068373	8.032434251	10.26255329	5.824087911	3.649657518	3.939543121	3.538361203	9.247702417	10.26255329	11.47693339	13.64990842	12.86545763	13.78840092	9.323089617	6.791170739	8.104319836	12.4579292	7.969943538	5.854912467	7.823042886	10.23132445	12.67753919	12.66491216	2.4	6.657326791	8.620904825	13.65283853	8.883692926	11.45600279	8.438009244	9.931767214	7.034202158	2.154065923	0	2	2.340939982	4.079215611	9.002221948
6.841052551	6.746851117	9.486832981	9.654014709	11.84060809	5.385164807	6.212889827	2.683281573	2.630589288	9.433981132	4.472135955	3	9.391485505	7.602631123	9.305912099	11.10855526	7.211102551	5.234500931	4	1.61245155	7.615773106	10.3247276	11.80677771	13.87083271	12.14907404	13.48332303	9.044335244	6.276941931	7.615773106	11.54469575	6.449806199	4.669047012	5.993329626	9.035485598	11.40175425	11.14629983	1.44222051	7.589466384	10.21763182	13.62350909	8.910667764	11.92811804	9.363759929	11.01635148	8.421401309	3.622154055	2	0	1.280624847	2.433105012	8.004998438
