0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
3,352610923	2,039607805	2,154065923	1,4	1,456021978	1,414213562	1,166190379	1	0,721110255	1	0	0,6	4,294182111	3,16227766	4,604345773	4,103656906	4,841487375	3,847076812	4,38634244	4,882622246	3,352610923	2,973213749	3,130495168	2,607680962	3,773592453	3,440930107	2,973213749	3,687817783	3,255764119	4,38634244	3,720215048	7,964923101	7,213875519	7,496665926	6,841052551	8,627861844	7,323933369	8,402380615	8,720091743	8,163332653	7,2	6,8	6,811754546	6,212889827	7,224956747	7,269112738	6,873136111	6,280127387	7,334848328	6,356099433	7,034202158	7,472616677	6,51459899	12,33207201	11,28716085	10,29563014	12,240915	10,24890238	12,21474519	10,21763182	12,2	7,8	6,887670143	6,003332408	7,655063684	5,813776741	6,648308055	5,727128425	7,472616677	6,51459899	13,99428455	13,5070352	8,049844719	13,48332303	7,169379332	2,009975124	12,62695529	12,81405478	12,28006515	12,64911064	12,93213053	11,76605286	8,296987405	7,720103626	7,180529228	6,708203932	6,578753681	6,390618123	6,118823416	5,824087911	5,462600113	5,141984053	7,443117626	7,102112362	6,8	6,08276253	5,730619513	6,280127387	4,939635614	4,882622246	5,51724569
3,929376541	2,009975124	2,009975124	1,523154621	1,414213562	1,61245155	1	1,166190379	0,632455532	0,632455532	0,6	0	3,773592453	2,863564213	4,123105626	3,720215048	4,38634244	3,605551275	4,176122604	4,565084884	3,929376541	3,544009029	3,676955262	3,130495168	4,294182111	3,944616585	3,440930107	4,161730409	3,687817783	4,841487375	4,103656906	8,440379138	7,657675888	7,924645102	7,224956747	9,068627239	7,683749085	8,786353055	9,090654542	8,48763807	7,8	7,4	7,410802925	6,811754546	7,823042886	7,863841301	7,467261881	6,873136111	7,924645102	6,942621983	7,615773106	8,052328856	7,088018059	12,92594291	11,88276062	10,89036271	12,83900308	10,84619749	12,81405478	10,81665383	12,8	8,357032966	7,43236167	6,529931087	8,221921916	6,356099433	7,211102551	6,276941931	8,052328856	7,088018059	14,31223253	13,79275172	8,590692638	13,81303732	7,694153625	2,154065923	12,93213053	13,1605471	12,59364919	13	13,32066064	12,09297317	8,47584804	7,912016178	7,337574531	6,841052551	6,802940541	6,621178143	6,264183905	6,016643583	5,730619513	5,314132102	7,155417528	6,8	6,53911309	5,830951895	5,462600113	5,936328832	4,75394573	4,565084884	5,12249939
7,615773106	5,249761899	5	5,099019514	4,808326112	5,249761899	4,38634244	4,841487375	4,280186912	3,969886648	4,294182111	3,773592453	0	2,088061302	0,6	1,414213562	1	2,441311123	2,828427125	2,236067977	7,071067812	6,675327707	6,62721661	6,029925373	7	6,6	6	6,612110102	6,013318551	7,071067812	6,08276253	10,44030651	9,486832981	9,620810777	8,692525525	10,77032961	8,94427191	10,10742301	10,29563014	9,433981132	11,18033989	10,78702925	10,72007463	10,12719112	11,08873302	11,04536102	10,64706532	10,04987562	11,01635148	10,01798383	10,60188662	11	10	16,44506005	15,38050714	14,40694277	16,2788206	14,31782106	16,20987353	14,23938201	16,1245155	12,08304597	11,18033989	10,29563014	11,92308685	10,10742301	10,92520023	10,01798383	11,70469991	10,77032961	17,80449381	17,20465053	12,3434193	17,33666635	11,46123903	5,656854249	16,40121947	16,72602762	16,08601877	16,5758861	16,97056275	15,62049935	11,66190379	11,15168149	10,49571341	9,947864092	10,16070864	10	9,433981132	9,323089617	9,219544457	8,602325267	8,4	8	8,022468448	7,467261881	7,071067812	7	6,89637586	6,08276253	6
6,16116872	4,808326112	4,707440918	4,38634244	4,23792402	4,472135955	3,794733192	4,024922359	3,492849839	3,352610923	3,16227766	2,863564213	2,088061302	0	2	1,077032961	2,039607805	0,8	1,4	1,720465053	5,249761899	4,870318265	4,75394573	4,176122604	5,035871325	4,638965402	4,044749683	4,604345773	4,004996879	5,015974482	4,019950248	8,352245207	7,4	7,53923073	6,621178143	8,692525525	6,89637586	8,062257748	8,268010643	7,440430095	9,368030743	8,984430978	8,876936408	8,296987405	9,219544457	9,141115906	8,747571091	8,158431222	9,07964757	8,089499366	8,637129153	9,019977827	8,022468448	14,67514906	13,60147051	12,64911064	14,4554488	12,52836781	14,36105846	12,41933976	14,23938201	10,6	9,765244493	8,964373932	10,39422917	8,720091743	9,433981132	8,602325267	10,10742301	9,228217596	17,15109326	16,64812302	10,92886087	16,64331698	10,12126474	5,015974482	15,77846634	15,97623235	15,43502511	15,8113883	16,08601877	14,92514657	11,32960723	10,77032961	10,18430165	9,676776323	9,666436779	9,484724561	9,108238029	8,876936408	8,588364221	8,170679286	9,219544457	8,829496022	8,713208364	8,062257748	7,665507159	7,858753082	7,2	6,675327707	6,89637586
7,871467462	5,720139858	5,491812087	5,51724569	5,249761899	5,656854249	4,816637832	5,234500931	4,669047012	4,38634244	4,604345773	4,123105626	0,6	2	0	1,077032961	0,4	2,154065923	2,441311123	1,720465053	7,180529228	6,791170739	6,708203932	6,118823416	7,025667228	6,62721661	6,029925373	6,603029608	6,003332408	7,011419257	6,013318551	10,28396811	9,314504818	9,425497334	8,47584804	10,56219674	8,692525525	9,848857802	10,01798383	9,130169768	11,30309692	10,91421092	10,82589488	10,23914059	11,18033989	11,11575459	10,72007463	10,12719112	11,06526095	10,07174265	10,63014581	11,01635148	10,01798383	16,59397481	15,5241747	14,56021978	16,4	14,4554488	16,31686244	14,36105846	16,20987353	12,3434193	11,46123903	10,6	12,16716894	10,39422917	11,18033989	10,29563014	11,92308685	11,00727032	18,28004376	17,6963273	12,62695529	17,80449381	11,76605286	6,095900262	16,88075828	17,18254929	16,56019324	17,02938637	17,4	16,08601877	12,18031198	11,66190379	11,01453585	10,47091209	10,65082156	10,48618138	9,947864092	9,818350167	9,68297475	9,097252332	9	8,6	8,620904825	8,062257748	7,665507159	7,6	7,472616677	6,675327707	6,6
7,211102551	5,54616985	5,385164807	5,215361924	5,011985634	5,325410782	4,565084884	4,882622246	4,326661531	4,118252056	4,103656906	3,720215048	1,414213562	1,077032961	1,077032961	0	1	1,077032961	1,414213562	1	6,32455532	5,946427499	5,824087911	5,249761899	6,08276253	5,688585061	5,099019514	5,632051136	5,035871325	6	5	9,219544457	8,246211251	8,352245207	7,4	9,486832981	7,615773106	8,77268488	8,94427191	8,062257748	10,44030651	10,05783277	9,945853407	9,368030743	10,28396811	10,19803903	9,806120538	9,219544457	10,12719112	9,141115906	9,674709298	10,04987562	9,055385138	15,7492857	14,67514906	13,72443077	15,5241747	13,60147051	15,42595216	13,48925498	15,29705854	11,66190379	10,81665383	10	11,46123903	9,765244493	10,49571341	9,65194281	11,18033989	10,29563014	18,02775638	17,49285568	11,98165264	17,5316856	11,16064514	5,830951895	16,64331698	16,88075828	16,30828011	16,72004785	17,02938637	15,8113883	12,08304597	11,53949739	10,92520023	10,4	10,47091209	10,29563014	9,848857802	9,660227741	9,433981132	8,94427191	9,453041838	9,055385138	9,008884504	8,4	8	8,062257748	7,665507159	7	7,071067812
8,062257748	6,046486583	5,830951895	5,813776741	5,56057551	5,946427499	5,12249939	5,51724569	4,951767361	4,686149806	4,841487375	4,38634244	1	2,039607805	0,4	1	0	2,039607805	2,236067977	1,414213562	7,280109889	6,89637586	6,791170739	6,209669879	7,071067812	6,675327707	6,08276253	6,62721661	6,029925373	7	6	10,19803903	9,219544457	9,314504818	8,352245207	10,44030651	8,544003745	9,693296653	9,848857802	8,94427191	11,40175425	11,01635148	10,91421092	10,33247308	11,25877436	11,18033989	10,78702925	10,19803903	11,11575459	10,12719112	10,66770828	11,04536102	10,04987562	16,70449041	15,63201842	14,67514906	16,4924225	14,56021978	16,4	14,4554488	16,2788206	12,52996409	11,66190379	10,81665383	12,3434193	10,6	11,36485812	10,49571341	12,08304597	11,18033989	18,60107524	18,02775638	12,82809417	18,12070639	11,98165264	6,403124237	17,20465053	17,49171232	16,88075828	17,33666635	17,69180601	16,40121947	12,52996409	12,00666482	11,36485812	10,8240473	10,98362417	10,81665383	10,29563014	10,15480182	10	9,433981132	9,4	9	9,019977827	8,459314393	8,062257748	8	7,858753082	7,071067812	7
6,660330322	5,578530272	5,491812087	5,126402247	5	5,2	4,5607017	4,75394573	4,23792402	4,123105626	3,847076812	3,605551275	2,441311123	0,8	2,154065923	1,077032961	2,039607805	0	0,6	1,166190379	5,54616985	5,188448708	5,015974482	4,472135955	5,192301994	4,808326112	4,23792402	4,707440918	4,123105626	5,015974482	4,019950248	8,158431222	7,180529228	7,280109889	6,32455532	8,411896338	6,53911309	7,696752562	7,871467462	6,997142274	9,620810777	9,247702417	9,108238029	8,544003745	9,425497334	9,314504818	8,928605714	8,352245207	9,219544457	8,246211251	8,747571091	9,108238029	8,121576202	14,93452376	13,85784976	12,92439554	14,67514906	12,78123625	14,56021978	12,64911064	14,40694277	11,04355015	10,24499878	9,484724561	10,81665383	9,219544457	9,881295462	9,090654542	10,49571341	9,65194281	17,83704011	17,35396208	11,40175425	17,32166274	10,63014581	5,75847202	16,47300823	16,64331698	16,1245155	16,47543626	16,72004785	15,60640894	12,08139065	11,51694404	10,94166349	10,44030651	10,4	10,21567423	9,867117107	9,620810777	9,30376268	8,919641248	10,0019998	9,610411021	9,503683496	8,85663593	8,459314393	8,634813258	8	7,467261881	7,665507159
7,071067812	6,16116872	6,08276253	5,692099788	5,578530272	5,75847202	5,141984053	5,314132102	4,808326112	4,707440918	4,38634244	4,176122604	2,828427125	1,4	2,441311123	1,414213562	2,236067977	0,6	0	1	5,830951895	5,491812087	5,283937925	4,770744177	5,385164807	5,015974482	4,472135955	4,870318265	4,308131846	5,099019514	4,123105626	8,062257748	7,071067812	7,138627319	6,16116872	8,246211251	6,32455532	7,467261881	7,615773106	6,708203932	9,848857802	9,484724561	9,323089617	8,77268488	9,620810777	9,486832981	9,108238029	8,544003745	9,368030743	8,411896338	8,876936408	9,219544457	8,246211251	15,15387739	14,07693148	13,15902732	14,86606875	13	14,73634962	12,85145906	14,56021978	11,40175425	10,63014581	9,899494937	11,16064514	9,620810777	10,24499878	9,484724561	10,81665383	10	18,35755975	17,88854382	11,77964346	17,83704011	11,03449138	6,32455532	17	17,15109326	16,64812302	16,98116604	17,20465053	16,1245155	12,64911064	12,08139065	11,51347037	11,01635148	10,95627674	10,77032961	10,44030651	10,18430165	9,848857802	9,486832981	10,59056184	10,19803903	10,09752445	9,453041838	9,055385138	9,219544457	8,6	8,062257748	8,246211251
7,810249676	6,462197769	6,32455532	6,08276253	5,909314681	6,177378085	5,462600113	5,730619513	5,188448708	5,015974482	4,882622246	4,565084884	2,236067977	1,720465053	1,720465053	1	1,414213562	1,166190379	1	0	6,708203932	6,35295207	6,174139616	5,635601121	6,32455532	5,946427499	5,385164807	5,824087911	5,249761899	6,08276253	5,099019514	9,055385138	8,062257748	8,121576202	7,138627319	9,219544457	7,280109889	8,411896338	8,544003745	7,615773106	10,77032961	10,4	10,25280449	9,693296653	10,56219674	10,44030651	10,05783277	9,486832981	10,33247308	9,368030743	9,848857802	10,19803903	9,219544457	16,08228839	15,00533239	14,07693148	15,8113883	13,92838828	15,68948693	13,78985134	15,5241747	12,20655562	11,40175425	10,63014581	11,98165264	10,37111373	11,04355015	10,24499878	11,66190379	10,81665383	18,86796226	18,35755975	12,56025477	18,36191711	11,77964346	6,708203932	17,49285568	17,6963273	17,15109326	17,5316856	17,80449381	16,64331698	13	12,44829306	11,84736258	11,32960723	11,35957746	11,18033989	10,77032961	10,56030303	10,29563014	9,848857802	10,44796631	10,04987562	10,0079968	9,4	9	9,055385138	8,657944329	8	8,062257748
2	4,686149806	5	4	4,326661531	3,841874542	4,294182111	3,773592453	3,939543121	4,308131846	3,352610923	3,929376541	7,071067812	5,249761899	7,180529228	6,32455532	7,280109889	5,54616985	5,830951895	6,708203932	0	0,4	0,565685425	1,077032961	1	1,077032961	1,414213562	1,456021978	1,720465053	2	2,236067977	5	4,472135955	4,833218389	4,512205669	5,830951895	5,099019514	5,946427499	6,32455532	6,08276253	4,123105626	3,736308338	3,649657518	3,059411708	4,019950248	4	3,6	3	4,019950248	3,02654919	3,687817783	4,123105626	3,16227766	9,425497334	8,352245207	7,4	9,219544457	7,280109889	9,141115906	7,180529228	9,055385138	5,656854249	5	4,472135955	5,381449619	4,118252056	4,53431362	3,944616585	5	4,242640687	13,60147051	13,34166406	6,095900262	13,02919798	5,491812087	4,242640687	12,36931688	12,27028932	11,98165264	12,08139065	12,08304597	11,40175425	9,055385138	8,459314393	8,158431222	7,858753082	7,269112738	7,071067812	7,280109889	6,791170739	6,08276253	6,32455532	10,18626526	9,899494937	9,484724561	8,77268488	8,485281374	9,219544457	7,507329752	7,810249676	8,602325267
2,039607805	4,38634244	4,686149806	3,687817783	4	3,538361203	3,944616585	3,440930107	3,577708764	3,939543121	2,973213749	3,544009029	6,675327707	4,870318265	6,791170739	5,946427499	6,89637586	5,188448708	5,491812087	6,35295207	0,4	0	0,4	0,721110255	1,077032961	1	1,166190379	1,4	1,523154621	2,039607805	2,088061302	5,249761899	4,664761516	5,011985634	4,617358552	6,046486583	5,192301994	6,092618485	6,462197769	6,16116872	4,512205669	4,123105626	4,044749683	3,4525353	4,418144407	4,4	4	3,4	4,418144407	3,423448554	4,079215611	4,512205669	3,544009029	9,808159868	8,736131867	7,779460136	9,610411021	7,665507159	9,535197953	7,570997292	9,453041838	5,946427499	5,249761899	4,664761516	5,685068161	4,326661531	4,808326112	4,161730409	5,325410782	4,53431362	13,72443077	13,43726163	6,365532185	13,15750736	5,720139858	3,969886648	12,47236946	12,40644994	12,08801059	12,2196563	12,25397895	11,51347037	9,019977827	8,421401309	8,089499366	7,766595136	7,224956747	7,025667228	7,180529228	6,708203932	6,029925373	6,209669879	9,915644205	9,620810777	9,219544457	8,50411665	8,207313811	8,919641248	7,247068373	7,507329752	8,280096618
2,433105012	4,669047012	4,951767361	3,959797975	4,252058325	3,820994635	4,161730409	3,687817783	3,773592453	4,118252056	3,130495168	3,676955262	6,62721661	4,75394573	6,708203932	5,824087911	6,791170739	5,015974482	5,283937925	6,174139616	0,565685425	0,4	0	0,6	0,721110255	0,6	0,848528137	1	1,166190379	1,64924225	1,708800749	4,951767361	4,326661531	4,664761516	4,23792402	5,720139858	4,808326112	5,727128425	6,092618485	5,772347876	4,617358552	4,23792402	4,123105626	3,544009029	4,472135955	4,418144407	4,019950248	3,423448554	4,4	3,4	4,019950248	4,440720662	3,4525353	9,92975327	8,854377448	7,912016178	9,701546269	7,779460136	9,610411021	7,665507159	9,503683496	6,222539674	5,56057551	5,011985634	5,946427499	4,664761516	5,099019514	4,494441011	5,56057551	4,808326112	14,10390017	13,82461573	6,660330322	13,53513945	6,046486583	4,280186912	12,85768253	12,78123625	12,47236946	12,59364919	12,61427762	11,89621789	9,419129471	8,820430828	8,485281374	8,158431222	7,623647421	7,424284477	7,570997292	7,102112362	6,428063472	6,596969001	10,21763182	9,915644205	9,526804291	8,809086218	8,50411665	9,193475948	7,560423269	7,779460136	8,527602242
